Collecting gyro data, hold still
gyro offsets
75, 31, 142

rotate slowly and carefully in 3D
-15665, -3491, -1329, -4115, 4474, 377
-14077, -7223, 3321, -3315, 5151, -418
-11908, -10345, 4451, -2618, 5509, -490
-9442, -11327, 7225, -1597, 5446, -1011
-4739, -9061, 11953, -768, 4891, -1791
-1078, -4958, 15505, 209, 3770, -2487
2892, -436, 15930, 1253, 2673, -2326
424, 2633, 16509, 811, 2084, -2617
-280, 7580, 14815, 489, 1065, -2627
-3620, 10205, 11885, -209, 572, -2566
-3805, 10679, 9390, -822, 581, -2696
-10114, 10373, 11000, -1864, 921, -2750
-9601, 11711, 7015, -2716, 979, -2361
-11113, 12433, 5841, -3356, 1088, -1964
-9374, 11362, 6172, -3590, 1294, -1912
-11084, 11498, 5356, -4105, 1425, -1061
-12491, 10352, 3344, -4241, 1361, -504
-12241, 10371, 2360, -4336, 1561, -25
-14608, 6401, -941, -4238, 2237, 978
-14756, 5107, -6880, -3935, 2665, 1929
-12755, 5078, -9250, -3525, 2569, 2613
-12333, 6530, -10126, -3247, 2330, 2988
-10482, 7658, -9839, -2886, 1817, 3205
-5584, 12582, -10529, -1283, 626, 3475
-3189, 11312, -8491, -376, -72, 3163
-1590, 11862, -9080, -50, -204, 2897
-1738, 14094, -8618, 239, -530, 2442
-2883, 14713, -7260, 299, -859, 2004
-5111, 15316, -5655, -252, -1207, 1505
-5954, 14653, -5395, -568, -1243, 1072
-4728, 14276, -3615, -1102, -1271, 696
-9188, 10946, -5762, -1819, -1129, 922
-9543, 6819, -11676, -1876, -839, 1724
-4844, 8018, -14355, -1605, -745, 2234
258, 7088, -15129, -1121, -606, 2501
1387, 6608, -13378, -693, -824, 2385
5691, 6144, -13700, -90, -638, 2507
5715, 4270, -13846, -50, -304, 2832
6864, 371, -15261, 84, 506, 3451
8300, -344, -14544, 329, 744, 3554
9748, -2596, -13606, 761, 1240, 3510
10978, -7577, -9238, 1332, 2320, 3204
9489, -12759, -6635, 1036, 3718, 2866
11464, -12149, -264, 1669, 4152, 1852
-4945, -8596, 21514, 1822, 4326, -80
5235, -9728, 11788, 1451, 4244, -1154
3803, -5934, 14724, 1250, 3695, -1878
167, -533, 16224, 768, 2621, -2665
